crop,soil_type,nitrogen_min,nitrogen_max,phosphorus_min,phosphorus_max,potassium_min,potassium_max,ph_min,ph_max,temp_min,temp_max,humidity_min,humidity_max,rain_min,rain_max,moisture_min,moisture_max,season
Patchouli,loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year-round
Vetiver,sandy,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,50.0,60.0,1000.0,1500.0,40.0,50.0,year-round
Annatto,loamy,60.0,80.0,30.0,40.0,40.0,50.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,year-round
Indigo,red_laterite,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Henna,sandy,40.0,60.0,30.0,40.0,30.0,40.0,6.5,8.0,25.0,40.0,40.0,60.0,400.0,800.0,30.0,40.0,year-round
Physic Nut,sandy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,8.0,25.0,40.0,30.0,60.0,300.0,800.0,20.0,30.0,year-round
Pongamia,sandy_loam,10.0,20.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,long_term
Mahua,sandy_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Sal Tree,red_laterite,40.0,50.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Frankincense,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.5,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,20.0,30.0,long_term
Camphor Tree,loamy,50.0,70.0,30.0,40.0,40.0,50.0,5.5,6.5,15.0,25.0,60.0,80.0,1500.0,2500.0,50.0,60.0,hills
Rubber Tree,red_laterite,30.0,40.0,30.0,40.0,30.0,40.0,4.5,6.0,25.0,35.0,75.0,85.0,2000.0,3000.0,70.0,80.0,year-round
Gutta-percha,loamy,40.0,60.0,20.0,30.0,30.0,40.0,5.5,6.5,25.0,35.0,70.0,90.0,2000.0,3000.0,60.0,80.0,long_term
Silk Cotton,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Kapok,clay_loam,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Balsa,loamy,40.0,60.0,30.0,40.0,40.0,50.0,5.5,6.5,25.0,35.0,70.0,90.0,1500.0,3000.0,60.0,80.0,long_term
Cork Tree,loamy,30.0,40.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Tree of Heaven,sandy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,8.0,25.0,40.0,40.0,60.0,500.0,1000.0,30.0,40.0,long_term
Moringa,sandy,50.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,50.0,70.0,500.0,1000.0,40.0,50.0,year-round
Sesbania,loamy,20.0,30.0,30.0,40.0,30.0,40.0,6.0,7.5,25.0,35.0,60.0,70.0,800.0,1500.0,50.0,60.0,year-round
Subabul,sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,long_term
Gliricidia,sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,5.5,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Erythrina,loamy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Albizia,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Cutch Tree,sandy,10.0,20.0,10.0,20.0,10.0,20.0,6.5,8.0,25.0,40.0,30.0,50.0,400.0,800.0,20.0,30.0,long_term
Indian Walnut,loamy,50.0,70.0,30.0,40.0,40.0,50.0,6.0,7.0,15.0,25.0,60.0,70.0,1000.0,1500.0,50.0,60.0,hills
Macadamia,loamy,100.0,150.0,50.0,100.0,100.0,150.0,5.0,6.5,15.0,25.0,50.0,70.0,1000.0,2000.0,40.0,50.0,hills_winter
Pecan,clay_loam,80.0,100.0,40.0,60.0,80.0,100.0,6.0,7.0,15.0,25.0,60.0,70.0,800.0,1200.0,50.0,60.0,hills_winter
